,Sentence,PreprocessedSentence,Sentiment,PeopleInitially,People,OrganizationsInitially,Organizations,PricesInitially,Prices
4894,Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,revenue quarter fall percent to euro billion compare to year early,negative,[],[],['EURO'],[],[],[]
4895,EBIT excluding non-recurring items was estimated to increase from 2009 .,ebit exclude nonrecurring item be estimate to increase from,positive,[],[],[],[],[],[]
4896,What we think ?,we think ?,neutral,[],[],[],[],[],[]
4897,Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,keith skeoch to step up as david nish quit as chief executive of standard life,neutral,"['Keith Skeoch', 'David Nish']","['Keith Skeoch', 'David Nish']",['Standard Life'],['Standard Life'],[],[]
4898,"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data .",upgrade be intend to raise network capacity from mhz to mhz several city enable bidirectional service for digital television as well as broadband datum,positive,[],[],[],[],[],[]
4899,No financial details were provided .,no financial detail be provide,neutral,[],[],[],[],[],[]
4900,Tesco share price tumbles after negative broker note,tesco share price tumble after negative broker note,negative,[],[],['tesco'],['tesco'],[],[]
4901,"According to Finnish L+ñnnen Tehtaat 's CEO Matti Karppinen , now that L+ñnnen Tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",accord to finnish lnnen tehtaat ceo matti karppinen now that lnnen tehtaat have sell majority of its feed grain business it quickly start to look for acquisition,neutral,['Matti Karppinen'],['Matti Karppinen'],[],[],[],[]
4902,"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",finnish it consultancy satama interactive oyj say november that jarmo lonnfor take up position of ceo,neutral,"['Satama Interactive Oyj', 'Jarmo Lonnfors']",['Jarmo lonnfor'],[],[],[],[]
4903,"According to the company , the lay-offs will be temporary .",accord to company layoff be temporary,neutral,[],[],[],[],[],[]
4904,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",cargo traffic fall yearonyear to tonne september,neutral,[],[],[],[],[],[]
4905,Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,rihko start to manage raisio benecol business summer after head tobacco company altadis ' european operation,neutral,"['Raisio', 'Benecol']",[],['Rihko'],['Rihko'],[],[]
4906,The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .,financial statement interim report be release around at am finnish time give date,neutral,[],[],[],[],[],[]
4907,"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",company be suppose to deliver machinery to veneer mill tomsk region russia,neutral,[],[],[],[],[],[]
4908,"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",building home improvement trade net sale total eur mn down from eur mn year early,negative,[],[],"['EUR', 'EUR']",[],[],"['EUR 1,173 mn', 'EUR 1,566 mn']"
4909,"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",talk involve food ingredient division as well as group service function company say,neutral,[],[],['the Food and Ingredients Divisions'],['the Food and Ingredients Divisions'],[],[]
4910,Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,lloyds banking group share price lift amid report bank be poise to axe hundred of uk job,positive,[],[],"[""Lloyds Banking Group's""]","[""Lloyds Banking Group's""]",[],[]
4911,"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",outokumpu of finland stainless steel manufacturer plan to enter into supply agreement with indian railway,positive,[],[],"['Outokumpu of Finland', 'the Indian Railways']","['Outokumpu of Finland', 'the Indian Railways']",[],[]
4912,Shire share price under pressure after $32bn Baxalta deal,shire share price under pressure after bn baxalta deal,negative,[],[],['32bn Baxalta'],['32bn Baxalta'],[],[]
4913,"However , he expects banks to provide alternative financing .",however he expect bank to provide alternative financing,positive,[],[],[],[],[],[]
4914,"It would be premature to talk about dates , volume and the investment procedure , '' he said .",it would be premature to talk about date volume investment procedure '' he say,neutral,[],[],[],[],[],[]
4915,"The Russian government will contribute 20 % of the necessary funds , he said .",russian government contribute of necessary fund he say,neutral,[],[],[],[],[],[]
4916,We are now in a position to pursue novel clinical candidates going forward . '',we be now position to pursue novel clinical candidate go forward '',positive,[],[],[],[],[],[]
4917,Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .,cyme net sale be expect to amount to eur mn,neutral,[],[],[],[],[],['EUR 3.5 mn']
4918,"Operating profit decreased to nearly EUR 1.7 mn , however .",operating profit decrease to nearly eur mn however,negative,[],[],['EUR'],[],[],['EUR 1.7 mn']
4919,"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",follow acquisition panostaja establish new business unit which focus heat treatment of metal,neutral,[],[],[],[],[],[]
4920,"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .",finland neste oil have be award chemical industry federation of finland innovation award for its nexbtl technology which enable biodiesel to be produce from vegetable oil animal fat,positive,['Neste Oil'],['Neste Oil'],"[""the Chemical Industry Federation of Finland 's""]","[""the Chemical Industry Federation of Finland 's""]",[],[]
4921,The Finnish paints company acquired the remaining 49 pct that it did not own from Ukraine 's LGU for an undisclosed sum .,finnish paint company acquire remain pct that it do not own from ukraine lgu for undisclosed sum,neutral,[],[],['LGU'],['LGU'],[],[]
4922,Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,atria also buy share of kauhajoen teurastamokiinteistot oy kauhajoki slaughterhouse propertyfrom itikka cooperative,neutral,[],[],"['Kauhajoen Teurastamokiinteistot Oy', 'Kauhajoki', 'Itikka co-operative']","['Itikka co-operative', 'Kauhajoki']",[],[]
4923,Terms of the acquisition were not disclosed .,term of acquisition be not disclose,neutral,[],[],[],[],[],[]
4924,"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",combine with basware enterprise purchase to pay portfolio it provide high level of automation for procurement invoice workflow,neutral,[],[],['the Basware Enterprise Purchase'],['the Basware Enterprise Purchase'],[],[]
4925,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .",company generate net sale of about mln euro mln annually employ,neutral,[],[],[],[],[],[]
4926,RSA Insurance Hires Towergate's Egan as Chief Financial Officer,rsa insurance hire towergate egan as chief financial officer,neutral,[],[],"[""RSA Insurance Hires Towergate's""]","[""RSA Insurance Hires Towergate's""]",[],[]
4927,"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",via move company aim annual saving of some eur million usd m main part of which be expect to be realize this year,positive,[],[],[],[],[],"['EUR 3 million', 'USD 4.3 m']"
4928,"However , the bottom-line result improved thanks to positive financial items .",however bottomline result improve thank to positive financial item,positive,[],[],[],[],[],[]
4929,$NFLX +3% of the lows,nflx of low,positive,[],[],[],[],[],[]
4930,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,nyse owner ice may gatecrash deutsche boerselse merger,negative,[],[],"['NYSE', 'ice', 'Deutsche Boerse-lse']","['Deutsche Boerse-lse', 'NYSE', 'ice']",[],[]
4931,"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",ahlstrom headquarter helsinki finland be global leader development manufacture marketing of high performance fibrebase material,neutral,[],[],[],[],[],[]
4932,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",q of profit before taxis amount to eur mn down from eur mn q of,neutral,[],[],"['EUR', 'EUR']",[],[],"['EUR 13.6 mn', 'EUR 26.8 mn']"
4933,The value of this kind of order amounts usually between Euro 2 and 3 million .,value of this kind of order amount usually between euro million,neutral,[],[],[],[],[],[]
4934,"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",cosmetic collection include eye shadow face powder lip gloss mascara accessory,neutral,[],[],[],[],[],[]
4935,The increase range will vary up to 10 % .,increase range vary up to,neutral,[],[],[],[],[],[]
4936,Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,operate profit for continue operation fall to eur mn from eur mn first half of,negative,[],[],['EUR'],[],[],"['EUR 72.4 mn', 'EUR 48.3 mn']"
4937,The company then said it will focus its resources on clinical research .,company then say it focus its resource clinical research,neutral,[],[],[],[],[],[]
4938,Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,glaston net profit for third quarter of drop to mln euro mln from mln euro mln for corresponding period of,neutral,['Glaston'],[],[],[],"['5.1', '3.5', '3.5 mln euro', '2.4 mln euro']","['5.1', '3.5', '3.5 mln euro', '2.4 mln euro']"
4939,"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added .",tekla structure installation have be build accord to microsoft requirement for windows certification company add,neutral,[],[],"['Tekla Structures', 'Microsoft', 'Company']","['Microsoft', 'Company', 'Tekla Structures']",[],[]
4940,LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,london marketwatch share price end lower london monday as rebound bank stock fail to offset broad weakness for ftse,neutral,[],[],"['LONDON MarketWatch', 'FTSE']","['FTSE', 'LONDON MarketWatch']",[],[]
4941,Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,kone share drop percent to xac we helsinki,negative,[],[],['kone'],['kone'],"['43 us$', '55.77']","['43 us$', '55.77']"
4942,"In 2007 , Huhtamaki will continue to invest in organic growth .",huhtamaki continue to invest organic growth,neutral,[],[],['Huhtamaki'],['Huhtamaki'],[],[]
